Bandit,Reward,Algorithm
4,4.389925,Thompson Sampling
4,4.200595,Thompson Sampling
4,5.215124,Thompson Sampling
4,4.9828,Thompson Sampling
4,3.736587,Thompson Sampling
4,3.240453,Thompson Sampling
4,5.282926,Thompson Sampling
4,1.326316,Thompson Sampling
4,3.922557,Thompson Sampling
4,3.429562,Thompson Sampling
4,4.319249,Thompson Sampling
4,4.279786,Thompson Sampling
4,4.464988,Thompson Sampling
4,5.2565,Thompson Sampling
4,4.122275,Thompson Sampling
4,4.477337,Thompson Sampling
4,2.960971,Thompson Sampling
4,3.852453,Thompson Sampling
4,4.397503,Thompson Sampling
4,3.790428,Thompson Sampling
4,5.144364,Thompson Sampling
4,3.763623,Thompson Sampling
4,4.008913,Thompson Sampling
4,3.86405,Thompson Sampling
4,2.063113,Thompson Sampling
4,5.470423,Thompson Sampling
4,3.868018,Thompson Sampling
4,3.468916,Thompson Sampling
4,4.81247,Thompson Sampling
4,3.253312,Thompson Sampling
4,5.757363,Thompson Sampling
4,2.360202,Thompson Sampling
4,2.091022,Thompson Sampling
4,4.801162,Thompson Sampling
4,3.243329,Thompson Sampling
4,4.060628,Thompson Sampling
4,4.789391,Thompson Sampling
4,4.360463,Thompson Sampling
4,3.396123,Thompson Sampling
4,3.785139,Thompson Sampling
4,3.424941,Thompson Sampling
4,3.712784,Thompson Sampling
4,3.88128,Thompson Sampling
4,3.589458,Thompson Sampling
4,3.612759,Thompson Sampling
4,3.763154,Thompson Sampling
4,3.914681,Thompson Sampling
4,4.223511,Thompson Sampling
4,4.792904,Thompson Sampling
4,5.320432,Thompson Sampling
4,4.358607,Thompson Sampling
4,2.833148,Thompson Sampling
4,2.192119,Thompson Sampling
4,3.741311,Thompson Sampling
4,4.370873,Thompson Sampling
4,2.83001,Thompson Sampling
4,4.271246,Thompson Sampling
4,5.57123,Thompson Sampling
4,2.274935,Thompson Sampling
4,4.459092,Thompson Sampling
4,3.941089,Thompson Sampling
4,3.876341,Thompson Sampling
4,2.590415,Thompson Sampling
4,3.398921,Thompson Sampling
4,4.586494,Thompson Sampling
4,3.930006,Thompson Sampling
4,5.159702,Thompson Sampling
4,4.266971,Thompson Sampling
4,3.337708,Thompson Sampling
4,6.000968,Thompson Sampling
4,4.548279,Thompson Sampling
4,4.081514,Thompson Sampling
4,4.790236,Thompson Sampling
4,2.917857,Thompson Sampling
4,2.506892,Thompson Sampling
4,4.066044,Thompson Sampling
4,3.369928,Thompson Sampling
4,3.768539,Thompson Sampling
4,3.769262,Thompson Sampling
4,3.750417,Thompson Sampling
4,5.189797,Thompson Sampling
4,4.518144,Thompson Sampling
4,2.526883,Thompson Sampling
4,2.890593,Thompson Sampling
4,3.481439,Thompson Sampling
4,5.572964,Thompson Sampling
4,4.409302,Thompson Sampling
4,3.764257,Thompson Sampling
4,1.456261,Thompson Sampling
4,3.72427,Thompson Sampling
4,3.653154,Thompson Sampling
4,2.704294,Thompson Sampling
4,3.518489,Thompson Sampling
4,5.108934,Thompson Sampling
4,3.486161,Thompson Sampling
4,3.856725,Thompson Sampling
4,2.767657,Thompson Sampling
4,3.884417,Thompson Sampling
4,4.291613,Thompson Sampling
4,5.27571,Thompson Sampling
4,4.825035,Thompson Sampling
4,4.075314,Thompson Sampling
4,3.887107,Thompson Sampling
4,3.467748,Thompson Sampling
4,5.067399,Thompson Sampling
4,4.423527,Thompson Sampling
4,4.200568,Thompson Sampling
4,3.526917,Thompson Sampling
4,2.674403,Thompson Sampling
4,4.366769,Thompson Sampling
4,3.732493,Thompson Sampling
4,5.7577,Thompson Sampling
4,4.690328,Thompson Sampling
4,4.725562,Thompson Sampling
4,4.060199,Thompson Sampling
4,3.518436,Thompson Sampling
4,3.328467,Thompson Sampling
4,5.735277,Thompson Sampling
4,2.730958,Thompson Sampling
4,4.802901,Thompson Sampling
4,2.921534,Thompson Sampling
4,3.065546,Thompson Sampling
4,3.616546,Thompson Sampling
4,4.157231,Thompson Sampling
4,3.600197,Thompson Sampling
4,2.916814,Thompson Sampling
4,5.685239,Thompson Sampling
4,4.988473,Thompson Sampling
4,3.799313,Thompson Sampling
4,3.671702,Thompson Sampling
4,5.213569,Thompson Sampling
4,3.775411,Thompson Sampling
4,3.034988,Thompson Sampling
4,4.925412,Thompson Sampling
4,3.11178,Thompson Sampling
4,3.833024,Thompson Sampling
4,3.185168,Thompson Sampling
4,6.065399,Thompson Sampling
4,0.823337,Thompson Sampling
4,4.590635,Thompson Sampling
4,6.146611,Thompson Sampling
4,2.926637,Thompson Sampling
4,4.659371,Thompson Sampling
4,4.310857,Thompson Sampling
4,4.068823,Thompson Sampling
4,3.966984,Thompson Sampling
4,2.422021,Thompson Sampling
4,3.413367,Thompson Sampling
4,4.905163,Thompson Sampling
4,4.922501,Thompson Sampling
4,3.024733,Thompson Sampling
4,4.866599,Thompson Sampling
4,5.371799,Thompson Sampling
4,3.949364,Thompson Sampling
4,3.063368,Thompson Sampling
4,3.138639,Thompson Sampling
4,5.064568,Thompson Sampling
4,4.511326,Thompson Sampling
4,6.485522,Thompson Sampling
4,3.570485,Thompson Sampling
4,4.266729,Thompson Sampling
4,5.272141,Thompson Sampling
4,4.652665,Thompson Sampling
4,3.556996,Thompson Sampling
4,3.98886,Thompson Sampling
4,4.114522,Thompson Sampling
4,2.311238,Thompson Sampling
4,6.227078,Thompson Sampling
4,5.154853,Thompson Sampling
4,3.316228,Thompson Sampling
4,3.779678,Thompson Sampling
4,4.714132,Thompson Sampling
4,2.552329,Thompson Sampling
4,2.948597,Thompson Sampling
4,3.908397,Thompson Sampling
4,4.131929,Thompson Sampling
4,5.470383,Thompson Sampling
4,4.207889,Thompson Sampling
4,4.686746,Thompson Sampling
4,3.55619,Thompson Sampling
4,3.812084,Thompson Sampling
4,4.988934,Thompson Sampling
4,3.909705,Thompson Sampling
4,4.502981,Thompson Sampling
4,4.227189,Thompson Sampling
4,5.245054,Thompson Sampling
4,2.969756,Thompson Sampling
4,3.124082,Thompson Sampling
4,5.222844,Thompson Sampling
4,5.02752,Thompson Sampling
4,4.089142,Thompson Sampling
4,4.673551,Thompson Sampling
4,2.999636,Thompson Sampling
4,4.083202,Thompson Sampling
4,5.414244,Thompson Sampling
4,7.139947,Thompson Sampling
4,2.42427,Thompson Sampling
4,3.673155,Thompson Sampling
4,2.527784,Thompson Sampling
4,5.035447,Thompson Sampling
4,2.861584,Thompson Sampling
4,3.11841,Thompson Sampling
4,6.019137,Thompson Sampling
4,3.893869,Thompson Sampling
4,6.109322,Thompson Sampling
4,5.855424,Thompson Sampling
4,2.892053,Thompson Sampling
4,4.003524,Thompson Sampling
4,5.019637,Thompson Sampling
4,3.417488,Thompson Sampling
4,5.463615,Thompson Sampling
4,4.21382,Thompson Sampling
4,4.984338,Thompson Sampling
4,3.694552,Thompson Sampling
4,3.837111,Thompson Sampling
4,5.706901,Thompson Sampling
4,3.484236,Thompson Sampling
4,3.194224,Thompson Sampling
4,5.644528,Thompson Sampling
4,4.294881,Thompson Sampling
4,5.038311,Thompson Sampling
4,3.339996,Thompson Sampling
4,5.986001,Thompson Sampling
4,3.258425,Thompson Sampling
4,3.737632,Thompson Sampling
4,4.251252,Thompson Sampling
4,3.008244,Thompson Sampling
4,5.321576,Thompson Sampling
4,2.48721,Thompson Sampling
4,2.810884,Thompson Sampling
4,3.105908,Thompson Sampling
4,3.383493,Thompson Sampling
4,4.915816,Thompson Sampling
4,2.346076,Thompson Sampling
4,3.115405,Thompson Sampling
4,3.041831,Thompson Sampling
4,4.663434,Thompson Sampling
4,4.058081,Thompson Sampling
4,3.207004,Thompson Sampling
4,3.750843,Thompson Sampling
4,4.0108,Thompson Sampling
4,4.93868,Thompson Sampling
4,3.966984,Thompson Sampling
4,2.782307,Thompson Sampling
4,3.301988,Thompson Sampling
4,3.288808,Thompson Sampling
4,5.214236,Thompson Sampling
4,2.609347,Thompson Sampling
4,4.432593,Thompson Sampling
4,4.506674,Thompson Sampling
4,4.06426,Thompson Sampling
4,2.633269,Thompson Sampling
4,3.513976,Thompson Sampling
4,3.176026,Thompson Sampling
4,4.701123,Thompson Sampling
4,3.034039,Thompson Sampling
4,3.842776,Thompson Sampling
4,5.359284,Thompson Sampling
4,4.101308,Thompson Sampling
4,2.780093,Thompson Sampling
4,2.672423,Thompson Sampling
4,3.382125,Thompson Sampling
4,4.825083,Thompson Sampling
4,4.373681,Thompson Sampling
4,2.986503,Thompson Sampling
4,4.416698,Thompson Sampling
4,3.446238,Thompson Sampling
4,5.546047,Thompson Sampling
4,4.078851,Thompson Sampling
4,5.962011,Thompson Sampling
4,2.806687,Thompson Sampling
4,2.877277,Thompson Sampling
4,3.21972,Thompson Sampling
4,1.963245,Thompson Sampling
4,5.001221,Thompson Sampling
4,2.491778,Thompson Sampling
4,3.413274,Thompson Sampling
4,3.409548,Thompson Sampling
4,3.948475,Thompson Sampling
4,4.900885,Thompson Sampling
4,3.536143,Thompson Sampling
4,5.115853,Thompson Sampling
4,3.743554,Thompson Sampling
4,5.050509,Thompson Sampling
4,5.820098,Thompson Sampling
4,5.064553,Thompson Sampling
4,4.41153,Thompson Sampling
4,5.393617,Thompson Sampling
4,2.543276,Thompson Sampling
4,3.003878,Thompson Sampling
4,2.421286,Thompson Sampling
4,4.790646,Thompson Sampling
4,4.078693,Thompson Sampling
4,4.788862,Thompson Sampling
4,4.007858,Thompson Sampling
4,2.827302,Thompson Sampling
4,3.486427,Thompson Sampling
4,2.67387,Thompson Sampling
4,3.444609,Thompson Sampling
4,4.121821,Thompson Sampling
4,4.330297,Thompson Sampling
4,3.38972,Thompson Sampling
4,3.279254,Thompson Sampling
4,2.559985,Thompson Sampling
4,4.690261,Thompson Sampling
4,4.706412,Thompson Sampling
4,4.006812,Thompson Sampling
4,4.606431,Thompson Sampling
4,3.441526,Thompson Sampling
4,5.251648,Thompson Sampling
4,4.366719,Thompson Sampling
4,5.40955,Thompson Sampling
4,2.667335,Thompson Sampling
4,4.477383,Thompson Sampling
4,4.220942,Thompson Sampling
4,4.719578,Thompson Sampling
4,3.97712,Thompson Sampling
4,4.835691,Thompson Sampling
4,4.355864,Thompson Sampling
4,4.390631,Thompson Sampling
4,3.500558,Thompson Sampling
4,4.648623,Thompson Sampling
4,5.507376,Thompson Sampling
4,4.473142,Thompson Sampling
4,4.67149,Thompson Sampling
4,4.159906,Thompson Sampling
4,3.088558,Thompson Sampling
4,2.245385,Thompson Sampling
4,5.114339,Thompson Sampling
4,2.644555,Thompson Sampling
4,4.943117,Thompson Sampling
4,4.687882,Thompson Sampling
4,5.039207,Thompson Sampling
4,4.365592,Thompson Sampling
4,3.147911,Thompson Sampling
4,3.814792,Thompson Sampling
4,5.118722,Thompson Sampling
4,2.91214,Thompson Sampling
4,3.373402,Thompson Sampling
4,3.30574,Thompson Sampling
4,3.638961,Thompson Sampling
4,3.261714,Thompson Sampling
4,3.384828,Thompson Sampling
4,4.781636,Thompson Sampling
4,5.50685,Thompson Sampling
4,5.171947,Thompson Sampling
4,5.812231,Thompson Sampling
4,4.617508,Thompson Sampling
4,4.859071,Thompson Sampling
4,3.50465,Thompson Sampling
4,4.21437,Thompson Sampling
4,2.697649,Thompson Sampling
4,4.475026,Thompson Sampling
4,4.569494,Thompson Sampling
4,4.287598,Thompson Sampling
4,5.800414,Thompson Sampling
4,3.517352,Thompson Sampling
4,3.913118,Thompson Sampling
4,4.077719,Thompson Sampling
4,3.980821,Thompson Sampling
4,3.950025,Thompson Sampling
4,2.790425,Thompson Sampling
4,4.838468,Thompson Sampling
4,4.358428,Thompson Sampling
4,4.210642,Thompson Sampling
4,3.553547,Thompson Sampling
4,4.834551,Thompson Sampling
4,3.405287,Thompson Sampling
4,4.158671,Thompson Sampling
4,3.853697,Thompson Sampling
4,2.669707,Thompson Sampling
4,4.31454,Thompson Sampling
4,2.6145,Thompson Sampling
4,5.440825,Thompson Sampling
4,4.646972,Thompson Sampling
4,5.546374,Thompson Sampling
4,2.721048,Thompson Sampling
4,4.014374,Thompson Sampling
4,4.485082,Thompson Sampling
4,3.687261,Thompson Sampling
4,2.652247,Thompson Sampling
4,2.847542,Thompson Sampling
4,5.118668,Thompson Sampling
4,4.3014,Thompson Sampling
4,3.634319,Thompson Sampling
4,6.079105,Thompson Sampling
4,3.2012,Thompson Sampling
4,2.83891,Thompson Sampling
4,4.366847,Thompson Sampling
4,4.447496,Thompson Sampling
4,3.611916,Thompson Sampling
4,5.863893,Thompson Sampling
4,1.922408,Thompson Sampling
4,3.703194,Thompson Sampling
4,3.941215,Thompson Sampling
4,2.567404,Thompson Sampling
4,3.884633,Thompson Sampling
4,3.273226,Thompson Sampling
4,4.094401,Thompson Sampling
4,2.97152,Thompson Sampling
4,4.512437,Thompson Sampling
4,3.133124,Thompson Sampling
4,3.76842,Thompson Sampling
4,3.229673,Thompson Sampling
4,6.051736,Thompson Sampling
4,4.475955,Thompson Sampling
4,4.340604,Thompson Sampling
4,4.910059,Thompson Sampling
4,4.056382,Thompson Sampling
4,5.215372,Thompson Sampling
4,3.313223,Thompson Sampling
4,3.325642,Thompson Sampling
4,3.14466,Thompson Sampling
4,3.371535,Thompson Sampling
4,3.091216,Thompson Sampling
4,3.986318,Thompson Sampling
4,3.458111,Thompson Sampling
4,3.255071,Thompson Sampling
4,4.945867,Thompson Sampling
4,4.319236,Thompson Sampling
4,5.114085,Thompson Sampling
4,4.947206,Thompson Sampling
4,1.767588,Thompson Sampling
4,3.640968,Thompson Sampling
4,4.32854,Thompson Sampling
4,3.306498,Thompson Sampling
4,4.533564,Thompson Sampling
4,3.772354,Thompson Sampling
4,4.824066,Thompson Sampling
4,3.935154,Thompson Sampling
4,1.606645,Thompson Sampling
4,3.963128,Thompson Sampling
4,4.189865,Thompson Sampling
4,3.683827,Thompson Sampling
4,3.985866,Thompson Sampling
4,3.37975,Thompson Sampling
4,3.595275,Thompson Sampling
4,4.756716,Thompson Sampling
4,4.068688,Thompson Sampling
4,4.09305,Thompson Sampling
4,5.382495,Thompson Sampling
4,4.396587,Thompson Sampling
4,4.701928,Thompson Sampling
4,2.805794,Thompson Sampling
4,3.049649,Thompson Sampling
4,4.891162,Thompson Sampling
4,3.963113,Thompson Sampling
4,2.252933,Thompson Sampling
4,4.075131,Thompson Sampling
4,3.150469,Thompson Sampling
4,4.427164,Thompson Sampling
4,2.126664,Thompson Sampling
4,4.525313,Thompson Sampling
4,2.290818,Thompson Sampling
4,2.678709,Thompson Sampling
4,3.459798,Thompson Sampling
4,6.100797,Thompson Sampling
4,4.250321,Thompson Sampling
4,3.945172,Thompson Sampling
4,3.74099,Thompson Sampling
4,4.230588,Thompson Sampling
4,4.346352,Thompson Sampling
4,5.31633,Thompson Sampling
4,3.579324,Thompson Sampling
4,4.132135,Thompson Sampling
4,1.987275,Thompson Sampling
4,4.813772,Thompson Sampling
4,3.982887,Thompson Sampling
4,5.771465,Thompson Sampling
4,3.411216,Thompson Sampling
4,4.503686,Thompson Sampling
4,3.715506,Thompson Sampling
4,4.13433,Thompson Sampling
4,3.593895,Thompson Sampling
4,4.652718,Thompson Sampling
4,3.877192,Thompson Sampling
4,2.606089,Thompson Sampling
4,5.253939,Thompson Sampling
4,4.997434,Thompson Sampling
4,4.366206,Thompson Sampling
4,5.60552,Thompson Sampling
4,4.517697,Thompson Sampling
4,3.196392,Thompson Sampling
4,2.551335,Thompson Sampling
4,5.084562,Thompson Sampling
4,4.33876,Thompson Sampling
4,4.503585,Thompson Sampling
4,3.670355,Thompson Sampling
4,6.179906,Thompson Sampling
4,2.880745,Thompson Sampling
4,2.346862,Thompson Sampling
4,2.597601,Thompson Sampling
4,4.983692,Thompson Sampling
4,3.523978,Thompson Sampling
4,4.287671,Thompson Sampling
4,5.002966,Thompson Sampling
4,5.24459,Thompson Sampling
4,3.907247,Thompson Sampling
4,4.663556,Thompson Sampling
4,3.81694,Thompson Sampling
4,3.888213,Thompson Sampling
4,2.700866,Thompson Sampling
4,4.527026,Thompson Sampling
4,4.621116,Thompson Sampling
4,4.164019,Thompson Sampling
4,4.69833,Thompson Sampling
4,3.674474,Thompson Sampling
4,4.550516,Thompson Sampling
4,4.925453,Thompson Sampling
4,3.344759,Thompson Sampling
4,4.087192,Thompson Sampling
4,4.420178,Thompson Sampling
4,5.46362,Thompson Sampling
4,1.753299,Thompson Sampling
4,3.525944,Thompson Sampling
4,3.648246,Thompson Sampling
4,3.446228,Thompson Sampling
4,4.909035,Thompson Sampling
4,3.925953,Thompson Sampling
4,4.759363,Thompson Sampling
4,3.881534,Thompson Sampling
4,4.359735,Thompson Sampling
4,2.758175,Thompson Sampling
4,3.902965,Thompson Sampling
4,3.746661,Thompson Sampling
4,4.700964,Thompson Sampling
4,3.918036,Thompson Sampling
4,6.012543,Thompson Sampling
4,4.315721,Thompson Sampling
4,6.197528,Thompson Sampling
4,3.978488,Thompson Sampling
4,5.283042,Thompson Sampling
4,4.597585,Thompson Sampling
4,6.266224,Thompson Sampling
4,4.1059,Thompson Sampling
4,3.840658,Thompson Sampling
4,4.806209,Thompson Sampling
4,2.71519,Thompson Sampling
4,4.393973,Thompson Sampling
4,3.828224,Thompson Sampling
4,2.768271,Thompson Sampling
4,6.201885,Thompson Sampling
4,4.928577,Thompson Sampling
4,2.36885,Thompson Sampling
4,4.068976,Thompson Sampling
4,2.636968,Thompson Sampling
4,4.51973,Thompson Sampling
4,4.637859,Thompson Sampling
4,3.065423,Thompson Sampling
4,3.789845,Thompson Sampling
4,5.495426,Thompson Sampling
4,3.412998,Thompson Sampling
4,4.614287,Thompson Sampling
4,4.398165,Thompson Sampling
4,4.535537,Thompson Sampling
4,2.755706,Thompson Sampling
4,3.827811,Thompson Sampling
4,4.439305,Thompson Sampling
4,3.044398,Thompson Sampling
4,4.460354,Thompson Sampling
4,3.509677,Thompson Sampling
4,4.356865,Thompson Sampling
4,3.414444,Thompson Sampling
4,3.548888,Thompson Sampling
4,4.086418,Thompson Sampling
4,4.386533,Thompson Sampling
4,3.822402,Thompson Sampling
4,1.986182,Thompson Sampling
4,2.864845,Thompson Sampling
4,3.237161,Thompson Sampling
4,4.324978,Thompson Sampling
4,3.035484,Thompson Sampling
4,4.366747,Thompson Sampling
4,5.092339,Thompson Sampling
4,4.357373,Thompson Sampling
4,3.993655,Thompson Sampling
4,4.205202,Thompson Sampling
4,4.842012,Thompson Sampling
4,4.632326,Thompson Sampling
4,4.123101,Thompson Sampling
4,3.495978,Thompson Sampling
4,3.91714,Thompson Sampling
4,4.165495,Thompson Sampling
4,5.556708,Thompson Sampling
4,3.693454,Thompson Sampling
4,4.749189,Thompson Sampling
4,3.00903,Thompson Sampling
4,3.899665,Thompson Sampling
4,2.872359,Thompson Sampling
4,4.448544,Thompson Sampling
4,4.103817,Thompson Sampling
4,4.881198,Thompson Sampling
4,4.886445,Thompson Sampling
4,5.196794,Thompson Sampling
4,4.258612,Thompson Sampling
4,2.85335,Thompson Sampling
4,4.418047,Thompson Sampling
4,2.897289,Thompson Sampling
4,3.456578,Thompson Sampling
4,4.544282,Thompson Sampling
4,5.062696,Thompson Sampling
4,4.272382,Thompson Sampling
4,2.307917,Thompson Sampling
4,2.805864,Thompson Sampling
4,2.889191,Thompson Sampling
4,3.897522,Thompson Sampling
4,2.176638,Thompson Sampling
4,4.47617,Thompson Sampling
4,4.848362,Thompson Sampling
4,5.925692,Thompson Sampling
4,5.052024,Thompson Sampling
4,3.35328,Thompson Sampling
4,4.065626,Thompson Sampling
4,3.235471,Thompson Sampling
4,3.850565,Thompson Sampling
4,3.217066,Thompson Sampling
4,3.308338,Thompson Sampling
4,5.377649,Thompson Sampling
4,4.575835,Thompson Sampling
4,4.171636,Thompson Sampling
4,3.84449,Thompson Sampling
4,2.025646,Thompson Sampling
4,5.783128,Thompson Sampling
4,3.247542,Thompson Sampling
4,2.458175,Thompson Sampling
4,3.535234,Thompson Sampling
4,3.399543,Thompson Sampling
4,4.235137,Thompson Sampling
4,3.534741,Thompson Sampling
4,4.677252,Thompson Sampling
4,5.083781,Thompson Sampling
4,4.188168,Thompson Sampling
4,5.573133,Thompson Sampling
4,2.511305,Thompson Sampling
4,4.037771,Thompson Sampling
4,4.510385,Thompson Sampling
4,5.366731,Thompson Sampling
4,4.511516,Thompson Sampling
4,4.194713,Thompson Sampling
4,3.150452,Thompson Sampling
4,5.592134,Thompson Sampling
4,3.262487,Thompson Sampling
4,2.290932,Thompson Sampling
4,4.131699,Thompson Sampling
4,4.135365,Thompson Sampling
4,3.569823,Thompson Sampling
4,4.195815,Thompson Sampling
4,4.515469,Thompson Sampling
4,4.060347,Thompson Sampling
4,1.812652,Thompson Sampling
4,5.129374,Thompson Sampling
4,5.32701,Thompson Sampling
4,4.776603,Thompson Sampling
4,3.529306,Thompson Sampling
4,3.545983,Thompson Sampling
4,4.872426,Thompson Sampling
4,4.217088,Thompson Sampling
4,2.87277,Thompson Sampling
4,3.625319,Thompson Sampling
4,3.159797,Thompson Sampling
4,5.384588,Thompson Sampling
4,3.517155,Thompson Sampling
4,3.379325,Thompson Sampling
4,4.549576,Thompson Sampling
4,5.420309,Thompson Sampling
4,2.345947,Thompson Sampling
4,3.966062,Thompson Sampling
4,5.452879,Thompson Sampling
4,4.712716,Thompson Sampling
4,3.181285,Thompson Sampling
4,3.552837,Thompson Sampling
4,5.31189,Thompson Sampling
4,3.885661,Thompson Sampling
4,4.056328,Thompson Sampling
4,4.735447,Thompson Sampling
4,4.04562,Thompson Sampling
4,4.036944,Thompson Sampling
4,3.251575,Thompson Sampling
4,3.989128,Thompson Sampling
4,4.200104,Thompson Sampling
4,3.970163,Thompson Sampling
4,3.93314,Thompson Sampling
4,3.91855,Thompson Sampling
4,3.987617,Thompson Sampling
4,3.199565,Thompson Sampling
4,3.845156,Thompson Sampling
4,5.896115,Thompson Sampling
4,5.078696,Thompson Sampling
4,5.01384,Thompson Sampling
4,3.509763,Thompson Sampling
4,5.71768,Thompson Sampling
4,3.36365,Thompson Sampling
4,3.984981,Thompson Sampling
4,4.174551,Thompson Sampling
4,4.688161,Thompson Sampling
4,4.287461,Thompson Sampling
4,4.579721,Thompson Sampling
4,4.0915,Thompson Sampling
4,4.039747,Thompson Sampling
4,4.043619,Thompson Sampling
4,4.562603,Thompson Sampling
4,3.791142,Thompson Sampling
4,4.87362,Thompson Sampling
4,4.416373,Thompson Sampling
4,3.626303,Thompson Sampling
4,4.875641,Thompson Sampling
4,3.606329,Thompson Sampling
4,4.930538,Thompson Sampling
4,3.089227,Thompson Sampling
4,2.583043,Thompson Sampling
4,3.966011,Thompson Sampling
4,4.260265,Thompson Sampling
4,1.856318,Thompson Sampling
4,5.119709,Thompson Sampling
4,2.74013,Thompson Sampling
4,2.489316,Thompson Sampling
4,4.035269,Thompson Sampling
4,3.612745,Thompson Sampling
4,4.298861,Thompson Sampling
4,4.675647,Thompson Sampling
4,3.829147,Thompson Sampling
4,3.372216,Thompson Sampling
4,4.264029,Thompson Sampling
4,3.168933,Thompson Sampling
4,4.583227,Thompson Sampling
4,2.660622,Thompson Sampling
4,2.998294,Thompson Sampling
4,3.49092,Thompson Sampling
4,5.331328,Thompson Sampling
4,3.023378,Thompson Sampling
4,3.092742,Thompson Sampling
4,4.332403,Thompson Sampling
4,4.976849,Thompson Sampling
4,3.739526,Thompson Sampling
4,4.528321,Thompson Sampling
4,3.924645,Thompson Sampling
4,3.864243,Thompson Sampling
4,5.064141,Thompson Sampling
4,2.263887,Thompson Sampling
4,3.919282,Thompson Sampling
4,4.737052,Thompson Sampling
4,3.238432,Thompson Sampling
4,2.249426,Thompson Sampling
4,3.741096,Thompson Sampling
4,4.186386,Thompson Sampling
4,3.020036,Thompson Sampling
4,4.496723,Thompson Sampling
4,3.286436,Thompson Sampling
4,4.534328,Thompson Sampling
4,2.965717,Thompson Sampling
4,2.838312,Thompson Sampling
4,4.097752,Thompson Sampling
4,0.52901,Thompson Sampling
4,4.284195,Thompson Sampling
4,4.56618,Thompson Sampling
4,2.650097,Thompson Sampling
4,4.318421,Thompson Sampling
4,4.122365,Thompson Sampling
4,4.245725,Thompson Sampling
4,3.728322,Thompson Sampling
4,4.777032,Thompson Sampling
4,4.047656,Thompson Sampling
4,4.671801,Thompson Sampling
4,3.785241,Thompson Sampling
4,5.281172,Thompson Sampling
4,4.455093,Thompson Sampling
4,4.850689,Thompson Sampling
4,4.865627,Thompson Sampling
4,4.957639,Thompson Sampling
4,3.691592,Thompson Sampling
4,4.40512,Thompson Sampling
4,3.693849,Thompson Sampling
4,5.320282,Thompson Sampling
4,4.620291,Thompson Sampling
4,5.555357,Thompson Sampling
4,5.056694,Thompson Sampling
4,2.579782,Thompson Sampling
4,3.561573,Thompson Sampling
4,2.776234,Thompson Sampling
4,4.737342,Thompson Sampling
4,3.112543,Thompson Sampling
4,3.037018,Thompson Sampling
4,3.615934,Thompson Sampling
4,3.859554,Thompson Sampling
4,3.157987,Thompson Sampling
4,6.065291,Thompson Sampling
4,3.289506,Thompson Sampling
4,3.394481,Thompson Sampling
4,4.404165,Thompson Sampling
4,4.77409,Thompson Sampling
4,4.580153,Thompson Sampling
4,3.480615,Thompson Sampling
4,3.324101,Thompson Sampling
4,4.612996,Thompson Sampling
4,2.57511,Thompson Sampling
4,2.808869,Thompson Sampling
4,4.921297,Thompson Sampling
4,3.405677,Thompson Sampling
4,3.053648,Thompson Sampling
4,3.052336,Thompson Sampling
4,3.241673,Thompson Sampling
4,2.841427,Thompson Sampling
4,4.442185,Thompson Sampling
4,4.044818,Thompson Sampling
4,3.203661,Thompson Sampling
4,4.299814,Thompson Sampling
4,3.143911,Thompson Sampling
4,5.38848,Thompson Sampling
4,6.157206,Thompson Sampling
4,2.912619,Thompson Sampling
4,4.705499,Thompson Sampling
4,3.810838,Thompson Sampling
4,4.199651,Thompson Sampling
4,2.755608,Thompson Sampling
4,3.382071,Thompson Sampling
4,3.750191,Thompson Sampling
4,5.619578,Thompson Sampling
4,2.853628,Thompson Sampling
4,3.521866,Thompson Sampling
4,6.939464,Thompson Sampling
4,3.967991,Thompson Sampling
4,4.50569,Thompson Sampling
4,1.431842,Thompson Sampling
4,4.717099,Thompson Sampling
4,6.2337,Thompson Sampling
4,3.853191,Thompson Sampling
4,4.999172,Thompson Sampling
4,2.418899,Thompson Sampling
4,4.198401,Thompson Sampling
4,1.710518,Thompson Sampling
4,4.703808,Thompson Sampling
4,2.643017,Thompson Sampling
4,5.677913,Thompson Sampling
4,2.77006,Thompson Sampling
4,0.509034,Thompson Sampling
4,4.075702,Thompson Sampling
4,5.453761,Thompson Sampling
4,3.995019,Thompson Sampling
4,4.207687,Thompson Sampling
4,3.598312,Thompson Sampling
4,3.479981,Thompson Sampling
4,4.133728,Thompson Sampling
4,3.407827,Thompson Sampling
4,4.17811,Thompson Sampling
4,5.418595,Thompson Sampling
4,3.685236,Thompson Sampling
4,4.001947,Thompson Sampling
4,4.947712,Thompson Sampling
4,2.189783,Thompson Sampling
4,5.376853,Thompson Sampling
4,3.933756,Thompson Sampling
4,2.907924,Thompson Sampling
4,3.220462,Thompson Sampling
4,5.059651,Thompson Sampling
4,4.901075,Thompson Sampling
4,4.299847,Thompson Sampling
4,5.015757,Thompson Sampling
4,4.195619,Thompson Sampling
4,2.597603,Thompson Sampling
4,3.481005,Thompson Sampling
4,4.830159,Thompson Sampling
4,3.013846,Thompson Sampling
4,2.716972,Thompson Sampling
4,4.060823,Thompson Sampling
4,3.208455,Thompson Sampling
4,4.43598,Thompson Sampling
4,3.493452,Thompson Sampling
4,3.267767,Thompson Sampling
4,3.585048,Thompson Sampling
4,3.390411,Thompson Sampling
4,2.133119,Thompson Sampling
4,5.388103,Thompson Sampling
4,4.032339,Thompson Sampling
4,3.664354,Thompson Sampling
